line,label
"Pork chops and rice tonight, mmm ",4
"I have a sad feeling that Dallas is not going to show up  I gotta say though, you'd think more shows would use music from the game. mmm",0
they usually make me Zzzz... but not today ,0
"bored, as usual. but i got facebook and have 18 friends from the last 24 hours ",4
"i officially have more followers than people im following  they're random people who probably add everyone but meh, they love me really.",4
"@FairyBlogMother  that's awesome! Have fun and thanks for the warm welcome!  Off to bed now it's late, nightie night all",4
Listening to new music!  It's giving me ideas for the music for my fashion shows ,4
@Mike_Charles I don't know about fabulous but it keeps me entertained ,4
"Today was fucking beastttt. iloveyouguysss!  babylon tomorrow, woooo!",4
wants to look super sexy for her hubbeee tonight.  get me some.,4
just home from a long night at work. Great fun tho. tired but not sleepy. chillin out an relaxin now ,4
@phanxhunter oh i am home lol. And my parents are asleep! ,4
"@qthrul those cupcakes look yummy! So, when u gonna invite me over 4 some? ",4
@laureezie09 miss you! Baby come back lmao I'm still with Johana ,4
"@tacce dang, I'll get HOUSE off iTunes. I hear it was a devastating episode ",0
the sun sets way too early ,0
Jade is looking for a new home...  http://apps.facebook.com/dogbook/profile/view/4744827,0
@stephaniesays Wow! That was great!!!   Thank you so much for sharing.   ,4
"@Kal_Penn The thing that sucks the most is that you were the one I was most excited for, even before I knew who the final team would be. ",0
"im going 2 bed nowww - surprising??? Not rly, i have school 2morow, thats right, my spring break days r over ",0
sooo excited for Steffen Peters and Ravel!! Amazing ,4
@rickosborne sometimes they are made into one too. ,4
No new csi tonight.  FML,0
@DagnysPromise Thanks for the follow - I love cloth!!  ,4
Oh &amp;&amp;&amp; What would I do without &quot;retouch&quot; editing  Bye bye wrinkles and lines hehe,4
i love twitter ,4
"@alicayaba so cuuute! hey, i miss you na!  its not the same not seeing you girls everyday ",0
2011 is when Scary Movie 5 comes out!!!!! ,4
oh man! what a week...tmr i finally get to start work at a camera shop: John 3:16 Photo  yeay!,4
Friendfeed beta doesn't appear to like my Twitter account  http://ff.im/-1Y0Zm,0
@kpreyes Remember my bum leg? Strikes back this time its serious ,0
night people  xx,4
"@jessnyc your pics are still the wrong orientation though, but cute and in focus ",4
@seanscogin brilliant is exactly how I would describe it. ,4
@x0mrsjoejonas im okay.. Im just really really missing my best friend ,0
"Put vacation photos online a few yrs ago. PC crashed, and now I forget the name of the site. ",0
@dreamonster I found your outline!!!!!! ,4
MAVS WINNNN! (1-0 against the spurs) ,4
@Trula Aren't they &amp; very addictive also. ,4
"@heidimontag Lauren is being stubborn. she loves you, you love her.  I feel so bad for you, though. it made me cry  lol!",0
"im lonely  keep me company! 22 female, california",0
penalty scored at Tynecastle. Still got beat though! ,0
Not even 8.30am and there's far too much noise in the office   Should have worked from home today.,0
"I am now the proud owner of Harry Potter y las Reliquias de la Muerte -- aka, Harry Potter and the Deathly Hallows. In Spanish. Sweeeet. ",4
@oliyoung But that requires assembly! Assembly is completely overrated tonight. This is harder than I thought ,0
why luke worral doesnt have twitter? ,0
"found my Sana...and has realized, that just like a white girl, I eat my problems ",0
New Testament Test at 9:30 am   ,0
@footballlvnlady i get hose all the time..but they r about me! not twitter or computer...always haveing &quot;technical problems!&quot; ,4
"@MadNinjaCurl hey neighbor, neither can I ",0
"@MauryannaADTR Hahaha, I love that one ",4
@jerseycoach Good point.  ,4
"Gah, Comcast doubled our cable/internet bill w/out telling us, so we are quitting.  Can anyone suggest an affordable company in bay area?",0
My stress always culminates with physical pain.  ,0
Hannah Montanna was such a cute movie ,4
@BATMANNN  i love chutney......,0
@JakeTAustin hey Jake ,4
watching old videos of dance team and such... makes me miss it  ,0
listening to Andy's ???? ,4
@officialFrancia lol hi! I love Secret Life. You are an amazing actress ,4
i cant Belive It!!! Harshh I mett a Famous Artist At the Airport Todaiii!!!  aww Lovesss it!!! She is awesome!!! Ana Barbara Baby!,4
@SteveGarufi  Nite Nite  Enjoy your sunday!  God bless! Will chat soon! Take care!,4
Lookin like an all-nighter. I hate it when I do this to myself ,0
"Oh no!!!!!!!!!!!!! @AzPPA just sent email for State convention...May 17-18 &amp; there was Papyrus all over it. Sad, b/c I wanted to attend! ",0
"@reznik360 @bonbonfire another fun confab, no matter what comes of it. i wish i hadn't worked until 9. i'm gonna miss next week, though. ",0
Blazing row with boy. Tantrums all round. Missed train and now standing on platform feeling guilty ,0
Oh dat boi in da striped hoodie oh gurl he cuteee. Give him a huggg. Oh the joys of thunder. ,4
Allergies playin up like mad today ,0
"You know, I was thinking... I need money ",0
"@rvafashionista life in cali is okay.  i miss richmond, which is weird for me haha  but things are good here, can't complain (much lol)  ",4
Gr8t day! Love how God hears and answers my whispers. Love him cause he rescued me ,4
@celesteclara i can't sleep either ,0
It's snowing again ,0
@HeadTrick just destroying... cut my lawn and the abandon house's and took out the remaining monster-bushes on both fences w/ a handsaw. ,4
@qandq Probably myself... seeing as I'm a training actress and everything! And no-one could play me better ,4
feels a headache coming on! ,0
"@dahowlett no, just not useful at a noisy indoor swimming centre... ",4
Teppanyaki is one of my favorite Japanese cuisine.  We had my brother's birthday dinner in San Clemente   The sunset was beautiful!,4
@purplesj I will be waiting to hear a report on how your whole Saturday went. ,4
Time to get me ass in gear and start the day ,0
good morning! i'm off to the hospital with my dad to spend basically all day in the waiting room just for a two minute app fun fun fun! ,0
@TradingGoddess Dang I did! Was that long ago? I'd still like to read your tweet theory ,4
@KrazyCeltic Looking on the bright side! That's the way to be. ,4
@lovebscott umm nope..think im an insomniac ..plus i got the flu...i'lll be sleepin like a phuckin fish outta water any minute now! ,0
Still feel feckin arseholed...a sign of old age me thinks ,0
Secret obsessions are the best feelings everr!!&lt;3 Mine ii wouldnt tell if ii was shot dead and a chicken was eatting mii ,4
Taking Angus for a check-up today. I always quietly dread it but this time he's poorly so I know the lung function tests will be crap. ,0
just finished watching the movie Prayers for Bobby. Broke my heart ,0
@jonathanchard Not calorie wise   I wish junk food was calorie free! I ate a thing of sour skittles and a big ass cherry coke!,0
Just downloaded so much music. I officially have no memory left on my computer...but it was so worth it. Going to sleep now ,4
@freerealms i cant wait to see how good free realms gets with this huge influx of new testers ,4
I have a hole in my favourite top. I bought it in the sale before Christmas so I can't even get an exchange  might try fixing it later.,0
@ChauV I has so many things to do ,0
Today I got2do shopping 4easter! &lt;3 Malachi xx owww I'm so sore too 2day ,0
YAWN...bout to make a BANGIN salad! MIAMI on my mind ,4
chillin with pammykins!!!! ,4
Broadband plan 'a massive broken promise' http://tinyurl.com/dcuc33 via www.diigo.com/~tautao Still waiting for broadband we are ,0
just had a call from dad ,4
Nevermind....all hail Taco Cabana instead! ,4
"Just checked my user timeline on my blackberry, it looks like the twanking is still happening  Are ppl still having probs w/ BGs and UIDs?",0
Almost finished with new moon.... If I didn't have to work tomorrow I would totally finish it tonight! Geez... ,0
I'm finally home! Thank the lord I can sleep in my own bed tonight ,4
On my way to stephs to watch a movie - this should be fun  - im happy,4
I am going to be 30 in a month...  Ugh ,0
Finally home from my last day at work. ,4
@sweetlyaroundme ps I woke up this morning and I cant access any websites!  or I havent cleaned my computer completely,0
Oh - Just got all my MacHeist 3.0 apps - sweet. Didn't get the Espresso serial no though although they said they sent it - oh well ,0
didn't get shit done today ~ i'm so screwed ,0
lost the dog and found the dog tah dah ,4
and so the editing of 3000 wedding shots begins ,0
@cathiebradshaw  hi cathy ,4
@JBeauty lol   GOODNIGHT,0
@LRon_Jaii LMAOOO mornin baybeeee. Don't lie?! A peaceful journey?! My train is straight boring  not even a hooded teef in sight.,0
@gypsyraven I remember that tub!  ,4
I love you all wish i was with you all ,4
Didn't sleep too bad considering I have a workshop starting today. Beginnings of a sore throat though ,0
@DamnMe It is from &quot;One&quot;. Its my fav line from my fav song from my fav album from my fav band ,4
Take a chance because you never know how perfect something may be ,4
@selahpromo I hope so as well.  #lupus,4
i want the new GG episode already ,0
@AnnaBanana74 sounds like a new toy by Hasbro. ,4
"Baby, I miss you so much. ",0
happy birthday to me ,4
@alexbigman you left without saying hi! ,0
@charleneli Disqus now integrates conversations on many platforms. haven't heard abt JS-Kit ,0
empezando a utilizar Twitter.. ,4
@carolynabolt yes. he does seem perfectly nice       anyways.. wutcha doinnn?,4
@shalinique For saying 2 may change up ur twitter game I like u just the way u r on here ,0
@Jinxx_ Hahah. Me too ,4
Britney was fucking amazing!! After we just went back to the hotel...I hate travelling with cheapos. ,0
zurich does not have smelly bags anymore ,0
sleepover with the girls ,4
Just watched tropic thunder. Dreading tomorrow ,0
So glad I made it through work - with an extra hour too and my paycheck.  Still waiting on the one I lost though ,0
@Torturedlady yea  ma'naaaaaaaaaaaaaaaaaaaam (marwan accent) lol,0
had a verry good night ,4
@twista202 I still haven't read the 9th&amp;10th Princess diaries  Saving Francesca made me cry at the end. Hmm those are easy books.,0
Gawd! My laptop is fucked up now! System Error?! Just using my Lil brother's laptop. ,0
i decided to put my foot down and stop being such a push ova wit my kids and no kidding their attitudes and behaviour has improved! ,4
Got a speeding ticket ,0
silva is about to fight! whoo hoo! and i just ordered norton! good night ,4
Good morning! ,4
@MissXu sorry! bed time came here (GMT+1)   http://is.gd/fNge,0
Actually going to bed now. ,4
@onlytosee Twitter's been doing that to me tooo. ,0
@knarcisse you'll get the hang of it  lol,4
why do both of my best friends have to be shitty simultaneously?  Can u at least take turns hurting my feelings? jerks..    going 2 sleep.,0
@limburger2001 that would be cool! But thankfully @bronwen was getting me one already! ,4
Show just wrapped. It's called &quot;Urban Erotica&quot; on MySpace if you'd like to check it out. ,4
eating with good people.  ,4
"@jeffsmithcars Why would you want to send traffic to that page?  At the bottom, you say you're not done  ",0
"r.i.p baby girl sandra cantu.....my prayers r with the cantu family, be strong! ",0
@bellissimatina Yay!!!!  Congratulations!!!,4
@stephenkruiser I'm so sorry to hear about your dog ,0
Been a long day of helping move stuff.... now day 2 of the golfing adventure.... playin with kyle today....! ,4
@adame ruddy money!! i like it!! still waiting here.... oh what a surprise... by state too?? hmmm....... seriously!! ,0
"Well, so much for being productive on my 2 days off from Angels ",0
one less follower tonight ,0
@Tekee ahhh....I see. That's cool! Kinda like a t.v. guide for the radio? ,4
"@nick_carter I think my frog joke was funny, so I would like my shout out now,  *sighs* I had try can u blame me? :p",4
@Linda_James Im not a morning person! Never have been  prefer the night!,0
@Spangaloid @phive0phor @gerritv @shaunyhoyes This will never get old  they gave us so much fresh meat to roast ,4
"Susan Boyle is most-shared story on NYT, BBC as I write this, but only #3 on Twitter. Whatever could it mean? ",4
"@zerochemcl Nope, still disturbing. But way more fun when you try and add a beat to it. ",4
@JustGelo Its sad knowing how they found her body. What a crazy world we live in. No child deserves that ya know. ,0
@AlexAllTimeLow atlanta! ,4
has realised that this time it might actually be final ,0
@cboley I kinda like that idea!  I want to get her a new one anyway ,4
"@sumesh Okay, if I remember. ",4
@MeLaMachinko now i feel bad for unfollowing. ,0
michigan state you make me sad ,0
@lunafiko can't wait to try em but prolly have to wait until next weekend at the earliest ,0
"off to work! seya all later on here, myspace, or msn  oh! totals over facebook too",4
in biology class. my lip hurts ,0
"back into the city!  gonna go for a walk until keri gets out of work, then dessert date.   today is happiness.",4
"@lobsterandchick, who I thinks a good soul would be kind people like Susan Boyle - But I'm sure God &amp; others may say other wise ",4
I had a migraine and now I can't sleep. boo  ,0
@THEcamacho danm I wanted to hear that studying sucks ,0
cant sleep  she wants to dream!!,0
Is having a lemon drop martini    yummy,4
Shiner is taking up all my bed and blankets! ,0
@Nicole_xD I was but its being gay so not anymore. I found 3OH!3's slow song! Its good ,4
off to the drs its too early ,0
"packing my overnight bag for tomorrow, going to the hospital ",0
"@theresawhite this is true, lol but it's still a slap in the face after such a warm end of march ",0
"@scarletjac thanks, I know that video is harrowing, especially the last 2 minutes  I must admit I cried",0
@KhloeKardashian you're my favorite!!! ,4
"@sickathanavg yes, Lost! I knew you'd come around. ",4
@willnotshutup ahaha thank you xD ooh. calculus. good luck ,4
Got me a new holister hoody in attempts to cheer me up. It's pretty comfy. It's working. ,4
"@stark YOU don't follow me, either  and i work for you!",0
@karenucol ah! I bet it does I've been like craving to play softball or basketball !!! But I have noo time ,0
at the moment: I'm really confused between 0 and 1 ,4
pose ta b goin ta AZ dis week  i hope lol,0
Wahh  no CSI anywhere! DVR'ed I Love Money 2 though - gonna watch it then sleep - Goodnight Tweeters&lt;3,0
spring break in plain city... it's snowing ,0
"@hamporter I always walk by the annex hoping to see you, but instead I get the Nguyen family ",0
talking to my lovely amazing sister!! about to wash my white clothes and change the strings on my guitar for tomorrow.  yay for worship!,4
"How sad, I did not know Andy Hallet died  http://tinyurl.com/dhq7xv",0
@jeffreyeas I'm also a former Dem ,4
@yaykimo It's sad it's the last season.  I wanna see when Spencer calls Lauren!,0
http://twitpic.com/3kamw -  puts a smile on my face everytime i see it,4
"@ohshizzitzlindz gotta say, first shot of the movie, I was like Ok. 10 bucks worth it!  IT was a lot less cheesy than I was expecting tho",4
@jennettemccurdy WHat's the best part about filming iCarly? Which btw is my fave show ,4
@thecoolestout Ehhh don't. Weather's gonna take a turn for the ugly tomorrow ,0
Bedtime.  Fresh air tuckered me out.  ,4
"@cyantificNHS Balls  Although without the tunes, it's just a holiday then ;-)",0
@dannywood Hi Danny! I wish I could be there. Trying to call and it's gone to voice messages. Want to call me?  Have to ask.  iTwat,4
"@joshsharp no money yet, i dont know anyone who has  maybe its all just a lie!! hes having us on so we all like him a little bit more lol",0
"@annemarike oh no  owies, when will that happen? ",0
Wondering why gamebattles is down  http://bit.ly/qZuUY,0
Ay�denme a confirmar que mi Twitter es m�o  http://ping.fm/OpwTF,4
"They say, &quot;Jamie, slow down,&quot; I say, &quot;Keep up!&quot;  lol...actually I have been a little chill the past few months...still busier than mos ...",4
@OscarTG Morning. No sun here unfortunately ,0
@gailelaine I hope you can catch up on your rest this weekend! ,4
@Kenichan I dived many times for the ball. Managed to save 50%  The rest go out of bounds,0
@jacvanek What a sad thought if it isnt!  &lt;3 CC,0
time to go to bed zZzz.... bye hope u all have a great weekend ,4
@KHumber13 Hey Thanks! appreciate that!!! ,4
it�s so boring ,0
@michaeltao man america is so .. borez anyway lol i just realized you sent me msgs on here. i had no idea. i have no flash ,0
join facebook group ppl  #ASOT400,4
giddy like a school girl ,4
"is multi-tasking.  Downloading music, burning cd's, corresponding via email, and tweeting.  Already did my workout today  ",4
@motherthinker when the post modernists took overthr world ,4
isnt there any way we could update twitter through our cellphones ,0
@jennettemccurdy any &quot;how to get your break in acting&quot; tips?!?!? ,4
I need SIMS 3. Gaah! ,0
@cboley I totally did it! My hair is much shorter now. ,4
"Tired, headache, good show though!  haha",4
Loves Rachel. But she is insane. Sheesh. ,4
"ordered a pita...it NEVR came! why they say the fax machine broke and the driver left, what about my empty BELLY ",0
@Codylfriend - you're not sweet ,0
Masha is alone and sad  http://apps.facebook.com/catbook/profile/view/5408301,0
Early Twitter Buzz: Star Trek Has Secret Premiere in Austin - http://is.gd/r9vr Holy crap! Wish I was there... ,0
Sliced my finger ,0
i want a cellllllphone .. ,4
Think I'm going to bed. Goodniight. I hate this ,0
"@Appomattox_News Thank you! However, I hate to be on the same list that includes 2 convicts.  ",0
It's going to be a long year for A's fans. ,0
listening to music The Bright Star Alliance (L) ,4
"@egsa Yep, @SUW has a good mind. ",4
@xtrarant thank you for coming out to the bout!  Hope you had a great time.  ,4
@HibaNick yeah aw but i know i wudnt stand a chance ,0
Living not downtown sure isn't much fun.  ,0
Heading to bed! Have to be at work in 6 hours ,0
@deepbluesealove Im still here .. reading an article on a different site.Seems a little dull on twitter tonight with no music ,0
"http://twitpic.com/3iwqz - Beside me left u see the Vatikan Embassady, the white 1 at the end of street!  God as a neighbour is nice!",4
I want to get back in bed ,0
@kariajay  All this time you didn't notice I was gone...just needed DB2 is it??,0
"All the fightin and name callin, i can still run 2 my sister!  nite...",0
@louiscapici one of the best soundtracks in a LONG time...totally encapsulated my 1987 ,4
"@jl_x3 no, turns out u were right ",4
@chaydaw hahah baby! lol jay play  ,4
@lovebscott absolutely not!! ,0
@CherylH77 the iPhone app is without doubt the BEST twitter interface while mobile  the desktop app hopes to be the same,4
@cauztic yeah i got it ,4
off to the hospital :S some jaw breaking is about to happen! ,0
fucken a man lol. tiring night at work. hope to get this job! for got bout the hills  dang nabbit lol.. ,0
&quot;Our hands just made a baby&quot; lmao 17 Again with Allie &amp; Laura ,4
shutting off twitter ,0
SHOOTING OUTSIDE MY HOUSE :O NOT KIDDING! So SCARED ,0
Fairly certain I have the flu. ,0
"Is at work, chattin it up with my buddies. ",4
"Twitter Fam wat up,  had a great time shoppin i tried on this beautiful dress ",4
Going to Krystal's to WoW it up...yeah I'm a huge nerd. Writing down video requests in a notebook now so feel free to send some my way! ,4
"@zeegirl602 Uh... If you think that'll help, I s'pose... ",4
anyone else having problems accessing TTB??? I cant get on!!! ,0
"@andrea3k buy tickets erm my devoyke?!? Never, will sort something out fo sho!! I'll DM you well before with details ",4
I'm following all of u guys back by the way! See u tomorrow! ,4
I think I should not use twitter as I offend people unintentionally ,0
@NancySeeger 1 hour(53 minutes actually) from 85th to 33rd  ah well it's only Sat nite... Crushed the mtg ,4
"i dont think im going to finish my homework when i have disney channel infront of me, and im logged onto twitter, &amp; myspace ",4
@wrosso I like these mystery man posts!   ,4
"i dont want to go to school tomorrow for an exam, after having one and a half weeks off ",0
"Watching the latest South Park episode, Season 13, Episode 6! Will tweet at the end if it's good ",4
@JessicaRidley absolutely! though I'm not in town at the moment... always looking though ,4
"1,001...1,002...1,003...1,004. Can't wait for church tomorrow. And the potato bake. Life is good when you love Jesus. ",4
I LOVE MY ASSISTANT CHRIS. ,4
@kmallan awesome! you've got three monkeys! I've got the magnificent 7 lol ,4
wonderfully exhausted...seeing old friends never gets tiring to me ,4
i can see clearly now the rain is gone.. ,4
"@statravelAU just got ur newsletter, those fares really are unbelievable, shame I already booked and paid for mine ",0
@rj i don't know what half of that means ,0
@tomatosalsa hope you aren't referring to me  say hello to your new stalker LOL,0
"I have had an allergic reaction to my contacts, stuck with my specs until it clears up. Means and end to my breast feeding tho ",0
"Nothing beats the cold, damp feeling you get when pulling on a wet pair of knicks ",0
@miss_om Aww  I know I felt like that yesterday at work ,0
"@FashionGuru I think I like the idea of an Oompa Loompa instead of a &quot;regular&quot; midget. *nodding head* Yes, that's what mine will be! ",4
@CourtneyBrwn awww thanks.. i hate being sick ,0
stupid arranged marriages... i'll convert so you can marry me...love you! ,0
working on my senior paper ,0
Britney Spears is following me!  AND I'm having a fantastic weekend!!,4
Pretty excited about tweetie for mac on monday  http://tinyurl.com/c4afam (via @davidsmalley),4
Go to se-ed find some book ,4
@Horrors_Wench Me toooooo! I feel like I've been on the verge of an anxiety attack all day.  ,0
Gonna be a great day: 4 of the 6 members of our team are off ,0
Bed. Class 8-12. Work 12-3. Gym 3-5 or 6. Then class 6-10. Another day that's gonna fly by. I miss my girlfriend ,0
Tried with smsjunction.com.. but got ODBC Driver errors.  ,0
Back at the office -     still only 3 days until another long weekend... ,0
"@figuromo wow, are you gonna open a stall at markets? ",4
Now I'm down to 10% battery! ,0
"Ok so pretty bad day of golf today, oh well rematch on Monday ",4
Fuck la circulation ce mat1 ,0
"Gym attire today was: Puma singlet, Adidas shorts.......and black business socks and leather shoes  Lucky did not run into any cute girls.",0
"Man, that took forever. ",0
@pinkserendipity yes sprint has 4g only in baltimore and chicago so far ,0
@steph_the_AnR I gotchu twin! LOL ,4
@Scad501 Your welcome ,4
@NickGo you should've followed them to prom ,4
The house is one big mess. Everything is crammed in my bedroom while they do up the other rooms ,0
@anistorm ,0
...but first the other workathlon: 3 sets of management accounts one after the other. ,0
Keep the energy flowin' guys  rrrawwr #ASOT400,4
pfff i want to go back to bed i feel horrible today ,0
*yawn* Morning all.  I had a real rough night.   ,0
hello new followers ,4
"@rikkitissier Sneaky, I like it! Putting this up on my wedding web site. Maybe it'll get the old fogies to update. ",4
@AmyB11569 just wanted to let you know that @kathyireland sent out a prayer for you ,4
Has just realised he works with a bunch of racists. ,0
Getting ready the the Pascha service ,4
@gigdiary I know -  was a little depressed that we ate so much last night there were no leftovers today ,0
Fuck off Andre Jade. All my time wasted. I finally am over you. Jerk. ,4
http://twitpic.com/2y34e - I wanna wear my Doc Martens out! Haven't worn them since December. ,0
Thanks @Copycat! Love this   ? http://blip.fm/~4kbu7,4
"@Frodden93 no worries, hope the guitar learning goes well, good luck! ",4
wheat bread from the dollar store just doesn't toast nicely  going over my taxes and calling it an early night,0
i just got a text from sarah ,0
"Today, me and Britney bought a butt-load of temporary tattoos and put about five on. Hahaha. I have two tramp stamps ",4
@DaRealAngelLola  i'll be down on ur girl rap suaq. am cold at the mic and beat makin' ,4
@ryanmmurphy For sure ,4
@millerlibrarian I agree. Wouldn't have it any other way. ,4
@aplusk It amazes me men like you actually exist... I hope I find someone someday who will love and value me ,0
shout to all my boys in Egypt  #asot400,4
"@SteveDiamond I know they have trouble, but I never heard a thing. I had MANY recommendations from MrTweet. ",0
Amazinggg DAy!!! ,4
http://twitpic.com/3ktrt - Baby boy is sleeping. Shhh. ,4
"http://twitpic.com/3k5cn - Hello friend, you are about to make my Day! Thanks Amy and Yolanda ",4
I'm laying in bed facing the wall and trying to relax but I'm hearing so many things plus the air conditioning sound is so louad ,0
Is just loving the fact that it is 3:30 in the a.m. and my lil daughter will not go back to sleep!!! ,0
@gabysslave thanks - you too! I have an essay to write ,0
@Selenagomez hahahahaha that's hilarious ,4
"For some reason, I have a strong urge to draw illustrations for novel covers. ",0
Follow @KneeGrowSODMG Hes the bees knees  If you follow him you will have wet dreams about me I promise ;),4
@danielledeleasa http://twitpic.com/2y1pe - I hate 2 B allergic  i want a puppy soo bad that i've already thought some cool names,0
Somebody is selling the Japan only release of my first album on E Bay for $25. Damn thats it? A classic is worth more than that! ,0
"@missconway that's funny, because I think I had just started following @cherrylicious1 right before you started following me!  ",4
Ready for sleep but having trouble sleeping ,0
Disney movie marathon night.! Night two. Lilo and stich.nemo both toystorys. And monsters inc. i feel like a kid again! ,4
Woke up and feel like Rubbish  Rest? Or Chill indoors and play Xbox with a cold drink?,0
@SaveTheStrib Dang! I would have done this if I knew it was there earlier.  Any other outings planned?,0
can't believe it! I'm in disbelief of it all in a way really. How much can I take from people and always get hurt by others!! ,0
is going to be a long week! Funeral and work tomorrow!  ***143 JAC***,0
Tho it was 7:30am - I couldn't have had a better beginning to my day  http://twitpic.com/3kvic Be well Helio and thank you for being you. ,4
Very tired this morning - no idea why! Great start to the day ,0
My new species tulips make me so very happy.  http://www.flickr.com/photos/glossaria/3454770870/,4
Done with homework. Sneezing  but feeling better! 28 days,0
Back to work with a bump!  The long weekend is definitely over ,0
@joeymcintyre i know it'll be the bomb dot com  good luck!,4
@satalite Thanks Ted. U have a great evening too ,4
"@Stephenie_Meyer it's exactly 12 noon here.lunchtime! how bout there?where exactly r u from,anyway? ",4
@jdarter Oh! Haha... dude I dont really look at em unless someone says HEY I ADDED YOU. Sorry  I'm so terrible at that. I need a pop up!,0
@DitaVonTeese I must tell you i absolutely love your fashion...it is the best. I am a big fan ,4
off to work ,0
"@AndItisLiz shop wit him, play box wit him,pillow fight in the middle of the night, drive his Benz with five of my friends ",4
Feeling ill again today ,0
"@bellaaR ohh pishh poshh, watevaa;) and hehee, all the flute players herd me scquiq that is how amazinglyamazing my playing skills aree ",4
Back from Mel's and Q's Birthday party. Sleeeeep. Band practice tomorrow with Sen Ranuth ,4
@BeatlesTweets ,4
@KellyOlexa Nice! What do you put it down to? (the explosion?) Loving the awesomeness  I'm sweet! I feel so good lately. Crushing it = ,4
Clever way to dress up a broken arm .. never would've thought of this myself  http://tinyurl.com/c84skt,4
@honeymunchkin My anger is getting bigger for every minute that goes by. I got some uglycomments on one of my videos. ,0
loves to get drunk... just not by himself ,0
Someones alarm clock or a phone woke me up at 3am...Still got my headache from yesterday night ,0
@britneyspears I love you no matter what!   x,4
@AshleyMichele07 Ashley you have such a good idea i can't wait to see the videos ,4
@_laertesgirl Sorry to hear that.  Anything specific? x,0
cant believe i have to go all the way to Barnes for work today....instead of a 5minute walk to St Johns Wood ,0
"@originaltyler Also, coincidentally, I was just transferring old mix CD's I made to my iTunes and ''Always on Your Side'' was on one. &lt;3 ",4
Our trip has been canceled. See the latest blog post for info  http://kiwinova.blogspot.com/,0
ugh long but fun day ,4
@scarletjac but not good for me close to my current challenge ,0
@dcedillo  your very pretty   Im not pretty but thank you.  I would worship you if you got me and mac together. (i sound like a crepper)?,4
"BRB, gonna brush my teeth! ",4
@bookishnerd  hee hee - you can have some caffeine too ,4
"&quot;when you wish upon a star, makes no difference who you are. Anything your heart desires will come to you. ",4
@Nikaz Keep me posted on that. ,4
@danecook I liked Good Luck Chuck but also liked your character in Waiting.  So it's a toss up.  Liked GLC because you were in it more.  ,4
Still in bed and don�t want to do anything else. University is callung too loud ,0
234 people want Robert Downey Jr. showcased! Add your signature too   http://tinyurl.com/da59hx,4
@gfalcone601 nawww fly me to London? Australia is boring ,0
@AbuDhabiGGdoll Are you going to OHEKA? I am .  I got my invite this week.,4
The Life is cool. But not for Me. ,0
"I come back and my Blip list is full, cool. ",4
@JonathanRKnight Ok I more I just can't help myself lol! http://tinyurl.com/dgnoej  Its midnight so I am off. Good Night ,4
enjoyed the MacBeth play and had so much fun playing the bouncers with the CiHM Family after months of not seeing each other! ,4
back from my date ,4
Good morning! Can't believe this is my last week in London  But I will be back in the Marketingworld of London for sure!,0
Stupid m&amp;ms make my stomach hurt ,0
"im lonely  keep me company! 22 female, california",0
visit the site www.musicistheheartofoursoul.com for all your music and television updates ,4
"@ylizabeth because you died, and i never see you. ",0
"@metaprinter got no problem with @webfaction, but I�ve been w/@dreamhost for a long time, and I like their socialist/green attitudes ",4
"@30SECONDSTOMARS: Thank's for your prayers, these days are very difficults ",0
@AyNayNay http://twitpic.com/3kwha - aww coolness ,4
freddy's show at jamba juice was good ,4
Going to go eat dinner ,4
"@nick_carter http://twitpic.com/3kp8y - OMG she did!!!! lucky girl!! i would do the same if i live there, everything for you Nick ",4
So random thought..just got the &quot;greatest hits&quot; of NKOTB...good stuff..had to do it...then found out that a new DMB cd comes out in June! ,4
@tabfurtado don't lie u wouldn't kno fractions even if u were not on cold meds  Dayquil has no alcohol in it yo I checked.,4
Now even more annoyed with Bones. I would have preferred the gratuitous grossness. Poor Angela ,0
@mouthsex i asked everyone how they were doing yesterday and not a single tweet back ,0
"@erinwalsh126 I'm keeping pretty good company with your following list. Thanks for finding me. I've moved to Austin, if you didn't know. ",4
@ooannabear doesn't surprise me ,4
@bridgesnmatches That could be a good thing. ,4
The Ikki twins from double shot at love are hosting at myst tonight! Text for guestlist free till 11 6023803141 ,4
@amandabynes love you ,4
@jessicasimpson http://twitpic.com/3krpo - cool  i like ur hair!!,4
"this random twitter update is to all my followers...I LOVE u guys. ur awesome. i never wud of thot i cud get this many  hehe  \,,/ kamryn",4
I'm tired lol 11.5 hours and no break ,4
@countroshculla Haha u shud totally try delhi ,4
@CraigVenables more than you can imagine!!  you always lived in London?,4
@V3events  no way!?  Ur at a game right now!? ,0
@kevinkevink Get on &quot;Raging Spirits&quot; and don't say your too afraid to ,4
Where did u move to?  I thought u were already in sd. ?? Hmmm. Random u found me. Glad to hear yer doing well.,0
is tireddddddd. want to sleep but i have an assignment to finish and an exam tomorrow to study for ,0
imagine a mountain made with French pastry ,4
@jrstlouis I didn't know you were in the starting 11 ,4
PSA is now tweeting  Remember Elections are on Wednesday April 22nd in Orion AB from 12 to 2.  Happy Campaining ,4
"i'm pretty pissed that i won't get to see @lilyroseallen tonight. but whatever. have a good show, lily! ",4
Looking for vendors for your event or festival? @CJ_Jewelry is scheduling now! Send us an @ reply! ,4
@billbeckett The Living End are awesome full stop. ,4
@hillary006 I'm sure everyone has ruined my gift to you  Whitney has my serious Cell #...We doing easter as well?,0
